"WorkItemID","RequirementID","Priority","SubsystemCode","AssignedToID","AssignedToName","OpenedDate","ClosedDate","EstimateHours","ActualHours","WorkItemStatus"
"WI-0819","REQ-0407","ShouldShip","FLT-CTRL","P-009","Imani Petrovic","2026-01-17","2026-01-29","32.0","27.6","Closed"
"WI-0820","REQ-0408","Nice","NAV-SENS","P-020","Tomas Ustinov","2025-09-25","2025-11-18","23.8","33.6","Closed"
"WI-0821","REQ-0408","Nice","NAV-SENS","P-016","Priya Quintana","2025-07-22","2025-08-19","2.7","2.9","Closed"
"WI-0822","REQ-0408","Nice","NAV-SENS","P-020","Tomas Ustinov","2026-06-08","2026-07-13","26.7","31.1","Closed"
"WI-0823","REQ-0409","MustShip","COMM-LNK","P-011","Katya Fairweather","2025-04-23","2025-05-23","35.0","38.4","Closed"
"WI-0824","REQ-0409","MustShip","COMM-LNK","P-015","Olabisi Jindal","2026-06-02","","9.6","","Open"
"WI-0825","REQ-0410","MustShip","COMM-LNK","P-017","Quentin Zielinski","2026-06-20","2026-07-28","26.0","31.2","Closed"
"WI-0826","REQ-0411","MustShip","COMM-LNK","P-018","Rafael Grigorescu","2025-02-13","2025-04-02","28.5","37.8","Closed"
"WI-0827","REQ-0411","MustShip","COMM-LNK","P-017","Quentin Zielinski","2025-03-11","2025-04-27","20.4","26.8","Closed"
"WI-0828","REQ-0411","MustShip","COMM-LNK","P-020","Tomas Ustinov","2025-12-19","2026-02-11","12.3","17.3","Closed"
"WI-0829","REQ-0412","MustShip","REL-MECH","P-020","Tomas Ustinov","2025-01-22","2025-02-07","32.7","30.0","Closed"
"WI-0830","REQ-0412","MustShip","REL-MECH","P-004","Dmitri Eriksen","2026-06-23","2026-08-10","8.3","11.1","Closed"
"WI-0831","REQ-0412","MustShip","REL-MECH","P-011","Katya Fairweather","2025-07-10","2025-07-31","3.4","3.3","Closed"
"WI-0832","REQ-0413","MustShip","COMM-LNK","P-011","Katya Fairweather","2025-07-13","2025-08-02","22.5","22.0","Closed"
"WI-0833","REQ-0413","MustShip","COMM-LNK","P-016","Priya Quintana","2025-06-24","2025-08-05","12.7","15.9","Closed"
"WI-0834","REQ-0413","MustShip","COMM-LNK","P-009","Imani Petrovic","2025-05-27","2025-07-11","33.9","43.6","Closed"
"WI-0835","REQ-0414","Nice","COMM-LNK","P-005","Elena Lindqvist","2025-05-14","2025-05-20","35.8","28.4","Closed"
"WI-0836","REQ-0414","Nice","COMM-LNK","P-004","Dmitri Eriksen","2026-04-14","2026-06-08","27.7","39.1","Closed"
"WI-0837","REQ-0415","MustShip","STRUCT-I","P-015","Olabisi Jindal","2026-05-29","2026-06-02","4.2","3.2","Closed"
"WI-0838","REQ-0416","MustShip","COMM-LNK","P-009","Imani Petrovic","2026-05-03","2026-05-13","23.3","19.7","Closed"
"WI-0839","REQ-0416","MustShip","COMM-LNK","P-002","Bruno Oyelaran","2026-06-13","2026-06-18","26.6","21.0","Closed"
"WI-0840","REQ-0417","MustShip","FLT-CTRL","P-014","Nils Castellan","2025-07-25","2025-09-01","8.9","10.7","Closed"
"WI-0841","REQ-0418","ShouldShip","DIAG-LOG","P-006","Farid Saltzman","2025-03-20","2025-05-12","16.7","23.4","Closed"
"WI-0842","REQ-0418","ShouldShip","DIAG-LOG","P-015","Olabisi Jindal","2025-06-05","2025-08-01","29.4","42.5","Closed"
"WI-0843","REQ-0419","MustShip","DIAG-LOG","P-016","Priya Quintana","2025-03-09","2025-04-10","33.4","37.8","Closed"
"WI-0844","REQ-0419","MustShip","DIAG-LOG","P-011","Katya Fairweather","2025-02-25","2025-03-19","19.9","19.8","Closed"
"WI-0845","REQ-0419","MustShip","DIAG-LOG","P-002","Bruno Oyelaran","2025-01-22","2025-01-27","25.6","20.1","Closed"
"WI-0846","REQ-0420","MustShip","PWR-MGMT","P-014","Nils Castellan","2025-06-04","2025-07-20","9.7","12.7","Closed"
"WI-0847","REQ-0420","MustShip","PWR-MGMT","P-018","Rafael Grigorescu","2026-01-26","2026-02-19","35.3","36.0","Closed"
"WI-0848","REQ-0421","MustShip","NAV-SENS","P-017","Quentin Zielinski","2025-10-11","2025-10-15","16.3","12.6","Closed"
"WI-0849","REQ-0423","MustShip","FLT-CTRL","P-008","Hiroshi Ibarra","2025-11-24","","4.8","","InProgress"
"WI-0850","REQ-0423","MustShip","FLT-CTRL","P-014","Nils Castellan","2025-12-16","2026-01-15","25.1","27.5","Closed"
"WI-0851","REQ-0424","MustShip","STRUCT-I","P-002","Bruno Oyelaran","2025-08-29","2025-09-07","15.6","13.0","Closed"
"WI-0852","REQ-0424","MustShip","STRUCT-I","P-004","Dmitri Eriksen","2026-02-14","2026-03-02","18.0","16.6","Closed"
"WI-0853","REQ-0425","MustShip","COMM-LNK","P-002","Bruno Oyelaran","2025-04-24","2025-05-18","34.8","35.6","Closed"
"WI-0854","REQ-0425","MustShip","COMM-LNK","P-010","Jonas Weatherby","2026-01-26","2026-02-01","6.6","5.3","Closed"
"WI-0855","REQ-0426","MustShip","STRUCT-I","P-008","Hiroshi Ibarra","2026-06-23","2026-08-09","7.6","10.1","Closed"
"WI-0856","REQ-0427","MustShip","FLT-CTRL","P-020","Tomas Ustinov","2025-06-09","2025-07-26","22.8","30.1","Closed"
"WI-0857","REQ-0428","MustShip","GND-CTRL","P-010","Jonas Weatherby","2026-01-20","2026-03-09","17.3","23.0","Closed"
"WI-0858","REQ-0429","MustShip","REL-MECH","P-020","Tomas Ustinov","2025-12-03","2025-12-18","24.5","22.2","Closed"
"WI-0859","REQ-0429","MustShip","REL-MECH","P-001","Aditi Halvorsen","2026-04-14","2026-05-18","32.0","36.8","Closed"
"WI-0860","REQ-0429","MustShip","REL-MECH","P-016","Priya Quintana","2026-01-09","2026-02-02","31.3","31.9","Closed"
"WI-0861","REQ-0431","ShouldShip","COMM-LNK","P-004","Dmitri Eriksen","2026-03-21","2026-03-26","5.4","4.2","Closed"
"WI-0862","REQ-0432","ShouldShip","DIAG-LOG","P-011","Katya Fairweather","2026-02-04","2026-03-12","21.8","25.6","Closed"
"WI-0863","REQ-0433","MustShip","PWR-MGMT","P-003","Camille Villalobos","2025-10-10","2025-10-15","9.7","7.5","Closed"
"WI-0864","REQ-0433","MustShip","PWR-MGMT","P-017","Quentin Zielinski","2025-06-16","2025-06-25","28.9","24.2","Closed"
"WI-0865","REQ-0434","MustShip","STRUCT-I","P-019","Sana Nakamura","2025-12-22","2026-01-07","16.2","15.1","Closed"
"WI-0866","REQ-0434","MustShip","STRUCT-I","P-017","Quentin Zielinski","2025-06-03","2025-07-27","24.8","34.7","Closed"
"WI-0867","REQ-0435","MustShip","PWR-MGMT","P-021","Ulrike Dalgleish","2026-05-09","2026-05-15","28.0","22.4","Closed"
"WI-0868","REQ-0436","ShouldShip","PWR-MGMT","P-016","Priya Quintana","2025-05-13","2025-06-24","25.6","32.0","Closed"
"WI-0869","REQ-0436","ShouldShip","PWR-MGMT","P-016","Priya Quintana","2026-06-23","2026-08-05","34.0","42.9","Closed"
"WI-0870","REQ-0436","ShouldShip","PWR-MGMT","P-009","Imani Petrovic","2026-06-18","2026-08-10","10.9","15.2","Closed"
"WI-0871","REQ-0437","ShouldShip","PWR-MGMT","P-011","Katya Fairweather","2025-09-16","2025-10-31","27.6","35.6","Closed"
"WI-0872","REQ-0437","ShouldShip","PWR-MGMT","P-009","Imani Petrovic","2025-09-29","2025-11-14","33.9","44.4","Closed"
"WI-0873","REQ-0437","ShouldShip","PWR-MGMT","P-021","Ulrike Dalgleish","2025-12-24","2026-02-12","34.4","46.6","Closed"
"WI-0874","REQ-0438","MustShip","FLT-CTRL","P-009","Imani Petrovic","2025-09-11","2025-10-18","29.5","35.1","Closed"
"WI-0875","REQ-0438","MustShip","FLT-CTRL","P-021","Ulrike Dalgleish","2026-06-05","2026-07-22","11.8","15.5","Closed"
"WI-0876","REQ-0438","MustShip","FLT-CTRL","P-003","Camille Villalobos","2025-07-16","2025-08-17","3.8","4.3","Closed"
"WI-0877","REQ-0439","MustShip","REL-MECH","P-017","Quentin Zielinski","2025-05-08","2025-06-13","16.3","19.1","Closed"
"WI-0878","REQ-0439","MustShip","REL-MECH","P-004","Dmitri Eriksen","2026-01-09","2026-02-08","24.3","26.8","Closed"
"WI-0879","REQ-0440","MustShip","NAV-SENS","P-009","Imani Petrovic","2025-02-17","2025-02-23","16.8","13.3","Closed"
"WI-0880","REQ-0440","MustShip","NAV-SENS","P-015","Olabisi Jindal","2025-08-23","2025-10-01","10.1","12.3","Closed"
"WI-0881","REQ-0441","MustShip","PWR-MGMT","P-011","Katya Fairweather","2025-06-16","2025-06-26","27.2","23.1","Closed"
"WI-0882","REQ-0441","MustShip","PWR-MGMT","P-012","Liam Moreau","2025-09-07","2025-09-15","15.8","12.9","Closed"
"WI-0883","REQ-0441","MustShip","PWR-MGMT","P-008","Hiroshi Ibarra","2025-05-04","2025-04-28","13.2","12.8","Closed"
"WI-0884","REQ-0442","ShouldShip","REL-MECH","P-017","Quentin Zielinski","2026-04-09","2026-06-01","23.4","32.6","Closed"
"WI-0885","REQ-0442","ShouldShip","REL-MECH","P-004","Dmitri Eriksen","2026-02-18","2026-02-22","21.6","16.7","Closed"
"WI-0886","REQ-0443","MustShip","COMM-LNK","P-010","Jonas Weatherby","2026-03-15","2026-03-27","10.1","8.8","Closed"
"WI-0887","REQ-0443","MustShip","COMM-LNK","P-006","Farid Saltzman","2025-05-30","2025-07-12","21.2","26.7","Closed"
"WI-0888","REQ-0443","MustShip","COMM-LNK","P-013","Mei Thackeray","2026-01-16","2026-03-11","23.5","33.0","Closed"
"WI-0889","REQ-0444","MustShip","NAV-SENS","P-016","Priya Quintana","2026-05-21","2026-07-01","13.5","16.8","Closed"
"WI-0890","REQ-0444","MustShip","NAV-SENS","P-003","Camille Villalobos","2026-06-10","2026-06-17","31.3","25.3","Closed"
"WI-0891","REQ-0445","MustShip","PWR-MGMT","P-003","Camille Villalobos","2025-07-13","2025-08-25","6.4","8.0","Closed"
"WI-0892","REQ-0445","MustShip","PWR-MGMT","P-021","Ulrike Dalgleish","2025-05-20","2025-06-04","26.5","24.2","Closed"
"WI-0893","REQ-0445","MustShip","PWR-MGMT","P-013","Mei Thackeray","2026-03-19","2026-05-11","27.9","39.0","Closed"
"WI-0894","REQ-0446","ShouldShip","REL-MECH","P-005","Elena Lindqvist","2025-08-20","2025-09-08","20.2","19.5","Closed"
"WI-0895","REQ-0446","ShouldShip","REL-MECH","P-018","Rafael Grigorescu","2025-03-05","","22.1","","InProgress"
"WI-0896","REQ-0447","ShouldShip","NAV-SENS","P-008","Hiroshi Ibarra","2025-10-03","2025-10-06","30.5","23.1","Closed"
"WI-0897","REQ-0447","ShouldShip","NAV-SENS","P-009","Imani Petrovic","2026-05-27","2026-06-12","31.3","28.9","Closed"
"WI-0898","REQ-0448","Nice","PWR-MGMT","P-021","Ulrike Dalgleish","2025-09-07","2025-10-31","24.2","34.0","Closed"
"WI-0899","REQ-0448","Nice","PWR-MGMT","P-005","Elena Lindqvist","2025-05-01","2025-06-06","22.7","26.6","Closed"
"WI-0900","REQ-0449","MustShip","REL-MECH","P-006","Farid Saltzman","2026-04-09","2026-05-10","24.5","27.3","Closed"
"WI-0901","REQ-0449","MustShip","REL-MECH","P-016","Priya Quintana","2026-04-02","2026-05-08","29.6","34.8","Closed"
"WI-0902","REQ-0450","Nice","DIAG-LOG","P-001","Aditi Halvorsen","2026-01-29","2026-02-13","5.1","4.6","Closed"
"WI-0903","REQ-0450","Nice","DIAG-LOG","P-021","Ulrike Dalgleish","2025-09-23","2025-10-31","19.3","23.2","Closed"
"WI-0904","REQ-0450","Nice","DIAG-LOG","P-009","Imani Petrovic","2026-04-20","2026-05-20","23.1","25.4","Closed"
"WI-0905","REQ-0450","Nice","DIAG-LOG","P-021","Ulrike Dalgleish","2026-02-12","","14.3","","InProgress"
"WI-0906","REQ-0451","MustShip","DIAG-LOG","P-011","Katya Fairweather","2025-11-25","2026-01-04","14.8","18.1","Closed"
"WI-0907","REQ-0451","MustShip","DIAG-LOG","P-013","Mei Thackeray","2025-03-05","2025-03-10","16.7","13.1","Closed"
"WI-0908","REQ-0451","MustShip","DIAG-LOG","P-017","Quentin Zielinski","2025-05-08","2025-05-19","12.6","10.8","Closed"
"WI-0909","REQ-0452","MustShip","PWR-MGMT","P-020","Tomas Ustinov","2025-10-01","2025-11-17","19.0","25.1","Closed"
"WI-0910","REQ-0452","MustShip","PWR-MGMT","P-019","Sana Nakamura","2025-08-02","2025-09-20","16.1","21.6","Closed"
"WI-0911","REQ-0452","MustShip","PWR-MGMT","P-011","Katya Fairweather","2025-10-22","2025-12-10","35.4","47.5","Closed"
"WI-0912","REQ-0453","ShouldShip","PWR-MGMT","P-021","Ulrike Dalgleish","2025-08-20","2025-10-13","19.9","27.9","Closed"
"WI-0913","REQ-0453","ShouldShip","PWR-MGMT","P-021","Ulrike Dalgleish","2025-08-25","2025-09-25","8.9","9.9","Closed"
"WI-0914","REQ-0453","ShouldShip","PWR-MGMT","P-013","Mei Thackeray","2025-02-09","2025-04-05","10.5","14.8","Closed"
"WI-0915","REQ-0454","Nice","REL-MECH","P-014","Nils Castellan","2026-01-24","2026-03-07","30.2","38.0","Closed"
"WI-0916","REQ-0455","MustShip","COMM-LNK","P-010","Jonas Weatherby","2025-07-17","2025-08-24","17.6","21.3","Closed"
"WI-0917","REQ-0455","MustShip","COMM-LNK","P-012","Liam Moreau","2025-12-04","2026-01-21","24.3","32.3","Closed"
"WI-0918","REQ-0455","MustShip","COMM-LNK","P-016","Priya Quintana","2026-05-31","2026-07-05","13.1","15.2","Closed"
"WI-0919","REQ-0456","MustShip","COMM-LNK","P-011","Katya Fairweather","2025-01-08","2025-01-22","23.6","21.2","Closed"
"WI-0920","REQ-0456","MustShip","COMM-LNK","P-008","Hiroshi Ibarra","2025-08-02","2025-08-11","16.9","14.1","Closed"
"WI-0921","REQ-0457","MustShip","PWR-MGMT","P-021","Ulrike Dalgleish","2026-02-08","2026-03-03","9.7","9.8","Closed"
"WI-0922","REQ-0458","MustShip","NAV-SENS","P-001","Aditi Halvorsen","2025-10-03","2025-11-13","18.6","23.2","Closed"
"WI-0923","REQ-0458","MustShip","NAV-SENS","P-009","Imani Petrovic","2025-03-14","2025-04-08","29.6","30.8","Closed"
"WI-0924","REQ-0458","MustShip","NAV-SENS","P-003","Camille Villalobos","2025-04-06","2025-04-29","12.3","12.4","Closed"
"WI-0925","REQ-0459","MustShip","PWR-MGMT","P-010","Jonas Weatherby","2025-09-02","2025-09-06","20.0","15.4","Closed"
"WI-0926","REQ-0459","MustShip","PWR-MGMT","P-020","Tomas Ustinov","2025-03-02","2025-03-10","3.0","2.4","Closed"
"WI-0927","REQ-0460","MustShip","NAV-SENS","P-019","Sana Nakamura","2026-06-21","","32.7","","Open"
"WI-0928","REQ-0461","ShouldShip","PWR-MGMT","P-011","Katya Fairweather","2025-03-03","2025-03-08","12.7","10.0","Closed"
"WI-0929","REQ-0461","ShouldShip","PWR-MGMT","P-012","Liam Moreau","2025-02-21","2025-03-25","18.6","20.8","Closed"
"WI-0930","REQ-0461","ShouldShip","PWR-MGMT","P-018","Rafael Grigorescu","2025-04-19","2025-06-15","29.3","42.2","Closed"
"WI-0931","REQ-0462","Nice","COMM-LNK","P-016","Priya Quintana","2026-04-17","2026-04-30","14.2","12.5","Closed"
"WI-0932","REQ-0463","ShouldShip","FLT-CTRL","P-013","Mei Thackeray","2025-02-20","2025-03-11","25.9","25.0","Closed"
"WI-0933","REQ-0463","ShouldShip","FLT-CTRL","P-021","Ulrike Dalgleish","2025-06-27","2025-07-30","13.8","15.7","Closed"
"WI-0934","REQ-0464","MustShip","PWR-MGMT","P-002","Bruno Oyelaran","2026-06-08","2026-07-29","6.3","8.6","Closed"
"WI-0935","REQ-0465","MustShip","NAV-SENS","P-006","Farid Saltzman","2026-04-05","2026-05-12","14.1","16.7","Closed"
"WI-0936","REQ-0465","MustShip","NAV-SENS","P-002","Bruno Oyelaran","2026-03-14","2026-04-21","16.4","19.8","Closed"
"WI-0937","REQ-0465","MustShip","NAV-SENS","P-007","Grace Baptiste","2026-01-23","2026-02-15","23.7","23.9","Closed"
"WI-0938","REQ-0466","ShouldShip","REL-MECH","P-016","Priya Quintana","2025-08-05","2025-08-23","21.7","20.5","Closed"
"WI-0939","REQ-0466","ShouldShip","REL-MECH","P-001","Aditi Halvorsen","2025-05-23","2025-06-23","31.6","35.3","Closed"
"WI-0940","REQ-0466","ShouldShip","REL-MECH","P-014","Nils Castellan","2026-04-21","","2.1","","InProgress"
"WI-0941","REQ-0467","MustShip","FLT-CTRL","P-018","Rafael Grigorescu","2026-01-21","2026-03-07","28.3","36.8","Closed"
"WI-0942","REQ-0467","MustShip","FLT-CTRL","P-008","Hiroshi Ibarra","2026-04-21","2026-06-10","6.3","8.5","Closed"
"WI-0943","REQ-0467","MustShip","FLT-CTRL","P-020","Tomas Ustinov","2026-02-22","2026-04-05","35.4","44.3","Closed"
"WI-0944","REQ-0468","MustShip","GND-CTRL","P-020","Tomas Ustinov","2025-11-05","2025-11-25","21.6","21.1","Closed"
"WI-0945","REQ-0468","MustShip","GND-CTRL","P-013","Mei Thackeray","2025-06-24","2025-08-11","14.1","18.6","Closed"
"WI-0946","REQ-0469","MustShip","REL-MECH","P-001","Aditi Halvorsen","2026-06-18","2026-07-10","34.5","34.4","Closed"
"WI-0947","REQ-0469","MustShip","REL-MECH","P-005","Elena Lindqvist","2025-11-09","2025-11-30","3.0","3.0","Closed"
"WI-0948","REQ-0469","MustShip","REL-MECH","P-005","Elena Lindqvist","2026-04-17","2026-06-05","30.5","41.0","Closed"
"WI-0949","REQ-0470","Nice","PWR-MGMT","P-017","Quentin Zielinski","2025-02-15","2025-02-22","11.8","9.5","Closed"
"WI-0950","REQ-0471","MustShip","COMM-LNK","P-007","Grace Baptiste","2025-07-11","2025-09-06","23.1","33.3","Closed"
"WI-0951","REQ-0472","MustShip","FLT-CTRL","P-016","Priya Quintana","2026-04-07","2026-05-26","20.6","27.5","Closed"
"WI-0952","REQ-0472","MustShip","FLT-CTRL","P-004","Dmitri Eriksen","2026-01-11","2026-01-24","29.2","25.7","Closed"
"WI-0953","REQ-0472","MustShip","FLT-CTRL","P-004","Dmitri Eriksen","2025-10-02","2025-10-08","27.1","21.6","Closed"
"WI-0954","REQ-0473","MustShip","REL-MECH","P-020","Tomas Ustinov","2026-05-06","2026-05-14","26.6","21.8","Closed"
"WI-0955","REQ-0473","MustShip","REL-MECH","P-001","Aditi Halvorsen","2025-11-05","2025-11-18","13.2","11.7","Closed"
"WI-0956","REQ-0473","MustShip","REL-MECH","P-021","Ulrike Dalgleish","2025-08-07","2025-09-09","31.0","35.3","Closed"
"WI-0957","REQ-0474","MustShip","DIAG-LOG","P-003","Camille Villalobos","2026-06-17","2026-07-11","35.0","36.0","Closed"
"WI-0958","REQ-0474","MustShip","DIAG-LOG","P-015","Olabisi Jindal","2025-12-03","2026-01-19","22.6","29.7","Closed"
"WI-0959","REQ-0475","MustShip","REL-MECH","P-003","Camille Villalobos","2025-11-09","2026-01-01","2.5","3.5","Closed"
"WI-0960","REQ-0475","MustShip","REL-MECH","P-015","Olabisi Jindal","2025-08-19","2025-09-11","26.2","26.3","Closed"
"WI-0961","REQ-0475","MustShip","REL-MECH","P-003","Camille Villalobos","2025-06-28","2025-07-27","6.8","7.4","Closed"
"WI-0962","REQ-0476","ShouldShip","PWR-MGMT","P-015","Olabisi Jindal","2025-11-24","2025-12-07","8.2","7.2","Closed"
"WI-0963","REQ-0476","ShouldShip","PWR-MGMT","P-008","Hiroshi Ibarra","2026-03-13","2026-03-26","18.8","16.7","Closed"
"WI-0964","REQ-0476","ShouldShip","PWR-MGMT","P-001","Aditi Halvorsen","2025-02-17","2025-03-06","3.8","3.5","Closed"
"WI-0965","REQ-0477","Nice","GND-CTRL","P-018","Rafael Grigorescu","2025-06-14","2025-08-02","23.2","31.1","Closed"
"WI-0966","REQ-0477","Nice","GND-CTRL","P-017","Quentin Zielinski","2025-08-27","2025-10-10","6.5","8.3","Closed"
"WI-0967","REQ-0477","Nice","GND-CTRL","P-013","Mei Thackeray","2025-11-13","2025-12-27","34.7","44.1","Closed"
"WI-0968","REQ-0478","MustShip","FLT-CTRL","P-004","Dmitri Eriksen","2026-02-05","2026-03-11","34.3","39.7","Closed"
"WI-0969","REQ-0478","MustShip","FLT-CTRL","P-015","Olabisi Jindal","2025-06-08","2025-07-10","28.1","31.8","Closed"
"WI-0970","REQ-0478","MustShip","FLT-CTRL","P-002","Bruno Oyelaran","2025-06-24","2025-06-29","16.3","12.8","Closed"
"WI-0971","REQ-0479","MustShip","COMM-LNK","P-015","Olabisi Jindal","2025-01-07","2025-01-16","14.0","11.6","Closed"
"WI-0972","REQ-0480","ShouldShip","PWR-MGMT","P-017","Quentin Zielinski","2026-02-24","2026-03-28","21.4","24.1","Closed"
"WI-0973","REQ-0480","ShouldShip","PWR-MGMT","P-014","Nils Castellan","2026-04-16","2026-05-24","34.5","41.7","Closed"
"WI-0974","REQ-0480","ShouldShip","PWR-MGMT","P-013","Mei Thackeray","2025-10-10","2025-11-02","29.8","30.2","Closed"
"WI-0975","REQ-0481","MustShip","REL-MECH","P-021","Ulrike Dalgleish","2025-12-26","2026-01-20","32.4","33.5","Closed"
"WI-0976","REQ-0481","MustShip","REL-MECH","P-003","Camille Villalobos","2025-05-17","2025-06-15","24.4","26.5","Closed"
"WI-0977","REQ-0482","MustShip","GND-CTRL","P-003","Camille Villalobos","2025-12-18","2025-12-30","17.8","15.4","Closed"
"WI-0978","REQ-0483","ShouldShip","COMM-LNK","P-005","Elena Lindqvist","2025-10-22","2025-12-13","28.6","39.5","Closed"
"WI-0979","REQ-0483","ShouldShip","COMM-LNK","P-009","Imani Petrovic","2026-02-12","2026-02-25","29.7","26.3","Closed"
"WI-0980","REQ-0484","Nice","DIAG-LOG","P-010","Jonas Weatherby","2026-05-02","2026-05-21","8.1","7.8","Closed"
"WI-0981","REQ-0485","ShouldShip","FLT-CTRL","P-002","Bruno Oyelaran","2026-01-11","2026-01-15","29.9","23.1","Closed"
"WI-0982","REQ-0485","ShouldShip","FLT-CTRL","P-011","Katya Fairweather","2025-01-16","2025-03-10","29.2","40.8","Closed"
"WI-0983","REQ-0486","MustShip","PWR-MGMT","P-002","Bruno Oyelaran","2025-07-02","2025-08-21","20.8","28.2","Closed"
"WI-0984","REQ-0487","ShouldShip","GND-CTRL","P-014","Nils Castellan","2025-10-25","2025-11-01","29.5","23.9","Closed"
"WI-0985","REQ-0488","MustShip","REL-MECH","P-012","Liam Moreau","2025-12-21","2025-12-29","15.0","12.4","Closed"
"WI-0986","REQ-0489","ShouldShip","NAV-SENS","P-007","Grace Baptiste","2025-03-28","2025-05-17","29.5","39.9","Closed"
"WI-0987","REQ-0489","ShouldShip","NAV-SENS","P-015","Olabisi Jindal","2025-09-29","2025-10-18","11.1","10.7","Closed"
"WI-0988","REQ-0489","ShouldShip","NAV-SENS","P-015","Olabisi Jindal","2025-04-14","2025-05-14","3.5","3.8","Closed"
"WI-0989","REQ-0489","ShouldShip","NAV-SENS","P-019","Sana Nakamura","2026-02-03","2026-03-20","11.6","15.0","Closed"
"WI-0990","REQ-0490","ShouldShip","NAV-SENS","P-011","Katya Fairweather","2026-02-05","2026-03-10","32.0","36.4","Closed"
"WI-0991","REQ-0490","ShouldShip","NAV-SENS","P-006","Farid Saltzman","2026-02-09","2026-02-26","14.9","14.0","Closed"
"WI-0992","REQ-0491","ShouldShip","DIAG-LOG","P-016","Priya Quintana","2025-07-03","2025-06-27","6.7","5.5","Closed"
"WI-0993","REQ-0492","ShouldShip","GND-CTRL","P-007","Grace Baptiste","2025-07-01","2025-07-15","2.2","2.0","Closed"
"WI-0994","REQ-0493","MustShip","REL-MECH","P-016","Priya Quintana","2025-06-11","2025-07-18","18.1","21.6","Closed"
"WI-0995","REQ-0493","MustShip","REL-MECH","P-007","Grace Baptiste","2025-02-01","2025-03-05","16.8","19.0","Closed"
"WI-0996","REQ-0493","MustShip","REL-MECH","P-005","Elena Lindqvist","2026-03-24","2026-05-01","16.8","20.2","Closed"
"WI-0997","REQ-0493","MustShip","REL-MECH","P-016","Priya Quintana","2025-07-25","2025-08-02","2.4","1.9","Closed"
"WI-0998","REQ-0494","MustShip","PWR-MGMT","P-015","Olabisi Jindal","2026-05-29","2026-06-20","27.4","27.5","Closed"
"WI-0999","REQ-0494","MustShip","PWR-MGMT","P-006","Farid Saltzman","2025-02-19","2025-04-03","5.2","6.6","Closed"
"WI-1000","REQ-0495","ShouldShip","REL-MECH","P-003","Camille Villalobos","2025-06-26","2025-07-09","10.4","9.2","Closed"
"WI-1001","REQ-0495","ShouldShip","REL-MECH","P-018","Rafael Grigorescu","2025-10-08","2025-10-11","5.3","4.0","Closed"
"WI-1002","REQ-0495","ShouldShip","REL-MECH","P-003","Camille Villalobos","2025-10-09","2025-10-24","15.6","14.2","Closed"
"WI-1003","REQ-0496","MustShip","NAV-SENS","P-007","Grace Baptiste","2026-04-05","2026-05-02","10.6","11.3","Closed"
"WI-1004","REQ-0496","MustShip","NAV-SENS","P-005","Elena Lindqvist","2025-08-04","2025-09-20","26.7","35.2","Closed"
"WI-1005","REQ-0496","MustShip","NAV-SENS","P-014","Nils Castellan","2026-04-21","2026-05-21","29.1","32.0","Closed"
"WI-1006","REQ-0497","MustShip","REL-MECH","P-014","Nils Castellan","2025-11-27","","20.4","","InProgress"
"WI-1007","REQ-0497","MustShip","REL-MECH","P-019","Sana Nakamura","2025-07-03","2025-08-03","12.9","14.4","Closed"
"WI-1008","REQ-0498","MustShip","COMM-LNK","P-017","Quentin Zielinski","2025-08-12","2025-09-13","6.7","7.6","Closed"
"WI-1009","REQ-0498","MustShip","COMM-LNK","P-001","Aditi Halvorsen","2026-01-27","2026-03-21","35.0","48.7","Closed"
"WI-1010","REQ-0499","MustShip","REL-MECH","P-003","Camille Villalobos","2025-07-29","2025-09-01","8.0","9.2","Closed"
"WI-1011","REQ-0500","ShouldShip","NAV-SENS","P-003","Camille Villalobos","2025-05-27","2025-07-11","11.5","14.8","Closed"
"WI-1012","REQ-0501","ShouldShip","FLT-CTRL","P-006","Farid Saltzman","2025-07-16","2025-09-05","10.2","13.8","Closed"
"WI-1013","REQ-0502","Nice","REL-MECH","P-010","Jonas Weatherby","2025-09-22","2025-11-15","16.5","23.2","Closed"
"WI-1014","REQ-0503","MustShip","STRUCT-I","P-008","Hiroshi Ibarra","2026-03-03","2026-04-17","30.0","38.6","Closed"
"WI-1015","REQ-0503","MustShip","STRUCT-I","P-002","Bruno Oyelaran","2026-01-20","2026-01-27","17.5","14.2","Closed"
"WI-1016","REQ-0504","ShouldShip","COMM-LNK","P-007","Grace Baptiste","2025-03-28","2025-04-10","33.6","29.7","Closed"
"WI-1017","REQ-0504","ShouldShip","COMM-LNK","P-015","Olabisi Jindal","2026-05-23","2026-07-05","15.6","19.8","Closed"
"WI-1018","REQ-0504","ShouldShip","COMM-LNK","P-002","Bruno Oyelaran","2026-01-22","","22.7","","Open"
"WI-1019","REQ-0505","ShouldShip","FLT-CTRL","P-021","Ulrike Dalgleish","2026-01-17","2026-02-19","7.0","8.0","Closed"
"WI-1020","REQ-0505","ShouldShip","FLT-CTRL","P-012","Liam Moreau","2025-06-29","2025-08-07","21.1","25.7","Closed"
"WI-1021","REQ-0505","ShouldShip","FLT-CTRL","P-011","Katya Fairweather","2026-03-08","","29.5","","InProgress"
"WI-1022","REQ-0506","ShouldShip","COMM-LNK","P-021","Ulrike Dalgleish","2025-11-03","2025-11-12","29.2","24.2","Closed"
